Timestamp,Agent,Action,Current Price
2024-11-30 14:17:56,Buyer_8,bid,22
2024-11-30 14:17:56,Buyer_9,bid,22
2024-11-30 14:17:56,Auctioneer,"The current bid is $23 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $23?",23
2024-11-30 14:17:57,Buyer_0,bid,23
2024-11-30 14:17:57,Buyer_1,bid,23
2024-11-30 14:17:58,Buyer_2,bid,23
2024-11-30 14:17:58,Buyer_3,bid,23
2024-11-30 14:17:58,Buyer_4,bid,23
2024-11-30 14:17:59,Buyer_5,bid,23
2024-11-30 14:17:59,Buyer_6,bid,23
2024-11-30 14:17:59,Buyer_7,bid,23
2024-11-30 14:17:59,Buyer_8,bid,23
2024-11-30 14:18:00,Buyer_9,bid,23
2024-11-30 14:18:00,Auctioneer,"The current bid is $24 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $24?",24
2024-11-30 14:18:00,Buyer_0,bid,24
2024-11-30 14:18:01,Buyer_1,bid,24
2024-11-30 14:18:01,Buyer_2,bid,24
2024-11-30 14:18:02,Buyer_3,bid,24
2024-11-30 14:18:02,Buyer_4,bid,24
2024-11-30 14:18:02,Buyer_5,bid,24
2024-11-30 14:18:03,Buyer_6,bid,24
2024-11-30 14:18:03,Buyer_7,bid,24
2024-11-30 14:18:04,Buyer_8,bid,24
2024-11-30 14:18:05,Buyer_9,bid,24
2024-11-30 14:18:05,Auctioneer,"The current bid is $25 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $25?",25
2024-11-30 14:18:05,Buyer_0,bid,25
2024-11-30 14:18:05,Buyer_1,bid,25
2024-11-30 14:18:06,Buyer_2,bid,25
2024-11-30 14:18:06,Buyer_3,bid,25
2024-11-30 14:18:06,Buyer_4,bid,25
2024-11-30 14:18:07,Buyer_5,bid,25
2024-11-30 14:18:07,Buyer_6,bid,25
2024-11-30 14:18:08,Buyer_7,bid,25
2024-11-30 14:18:08,Buyer_8,bid,25
2024-11-30 14:18:08,Buyer_9,bid,25
2024-11-30 14:18:08,Auctioneer,"The current bid is $26 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $26?",26
2024-11-30 14:18:09,Buyer_0,bid,26
2024-11-30 14:18:09,Buyer_1,bid,26
2024-11-30 14:18:09,Buyer_2,bid,26
2024-11-30 14:18:10,Buyer_3,bid,26
2024-11-30 14:18:10,Buyer_4,bid,26
2024-11-30 14:18:10,Buyer_5,bid,26
2024-11-30 14:18:11,Buyer_6,bid,26
2024-11-30 14:18:12,Buyer_7,bid,26
2024-11-30 14:18:12,Buyer_8,bid,26
2024-11-30 14:18:12,Buyer_9,bid,26
2024-11-30 14:18:12,Auctioneer,"The current bid is $27 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $27?",27
2024-11-30 14:18:13,Buyer_0,bid,27
2024-11-30 14:18:14,Buyer_1,bid,27
2024-11-30 14:18:14,Buyer_2,bid,27
2024-11-30 14:18:15,Buyer_3,bid,27
2024-11-30 14:18:15,Buyer_4,bid,27
2024-11-30 14:18:16,Buyer_5,bid,27
2024-11-30 14:18:17,Buyer_6,bid,27
2024-11-30 14:18:17,Buyer_7,bid,27
2024-11-30 14:18:18,Buyer_8,bid,27
2024-11-30 14:18:18,Buyer_9,bid,27
2024-11-30 14:18:18,Auctioneer,"The current bid is $28 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $28?",28
2024-11-30 14:18:18,Buyer_0,bid,28
2024-11-30 14:18:19,Buyer_1,bid,28
2024-11-30 14:18:19,Buyer_2,bid,28
2024-11-30 14:18:19,Buyer_3,bid,28
2024-11-30 14:18:20,Buyer_4,bid,28
2024-11-30 14:18:20,Buyer_5,bid,28
2024-11-30 14:18:20,Buyer_6,bid,28
2024-11-30 14:18:21,Buyer_7,bid,28
2024-11-30 14:18:22,Buyer_8,bid,28
2024-11-30 14:18:22,Buyer_9,bid,28
2024-11-30 14:18:22,Auctioneer,"The current bid is $29 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $29?",29
2024-11-30 14:18:22,Buyer_0,bid,29
2024-11-30 14:18:23,Buyer_1,bid,29
2024-11-30 14:18:23,Buyer_2,bid,29
2024-11-30 14:18:23,Buyer_3,bid,29
2024-11-30 14:18:24,Buyer_4,bid,29
2024-11-30 14:18:24,Buyer_5,bid,29
2024-11-30 14:18:24,Buyer_6,bid,29
2024-11-30 14:18:25,Buyer_7,bid,29
2024-11-30 14:18:25,Buyer_8,bid,29
2024-11-30 14:18:26,Buyer_9,bid,29
2024-11-30 14:18:26,Auctioneer,"The current bid is $30 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $30?",30
2024-11-30 14:18:26,Buyer_0,bid,30
2024-11-30 14:18:26,Buyer_1,bid,30
2024-11-30 14:18:27,Buyer_2,bid,30
2024-11-30 14:18:27,Buyer_3,bid,30
2024-11-30 14:18:27,Buyer_4,bid,30
2024-11-30 14:18:28,Buyer_5,bid,30
2024-11-30 14:18:28,Buyer_6,bid,30
2024-11-30 14:18:28,Buyer_7,bid,30
2024-11-30 14:18:29,Buyer_8,bid,30
2024-11-30 14:18:29,Buyer_9,bid,30
2024-11-30 14:18:29,Auctioneer,"The current bid is $31 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $31?",31
2024-11-30 14:18:30,Buyer_0,bid,31
2024-11-30 14:18:30,Buyer_1,bid,31
2024-11-30 14:18:30,Buyer_2,bid,31
2024-11-30 14:18:31,Buyer_3,bid,31
2024-11-30 14:18:31,Buyer_4,bid,31
2024-11-30 14:18:31,Buyer_5,bid,31
2024-11-30 14:18:32,Buyer_6,bid,31
2024-11-30 14:18:32,Buyer_7,bid,31
2024-11-30 14:18:33,Buyer_8,bid,31
2024-11-30 14:18:33,Buyer_9,bid,31
2024-11-30 14:18:33,Auctioneer,"The current bid is $32 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $32?",32
2024-11-30 14:18:34,Buyer_0,bid,32
2024-11-30 14:18:34,Buyer_1,bid,32
2024-11-30 14:18:35,Buyer_2,bid,32
2024-11-30 14:18:35,Buyer_3,bid,32
2024-11-30 14:18:35,Buyer_4,bid,32
2024-11-30 14:18:36,Buyer_5,bid,32
2024-11-30 14:18:36,Buyer_6,bid,32
2024-11-30 14:18:37,Buyer_7,bid,32
2024-11-30 14:18:37,Buyer_8,bid,32
2024-11-30 14:18:37,Buyer_9,bid,32
2024-11-30 14:18:37,Auctioneer,"The current bid is $33 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $33?",33
2024-11-30 14:18:38,Buyer_0,bid,33
2024-11-30 14:18:38,Buyer_1,bid,33
2024-11-30 14:18:38,Buyer_2,bid,33
2024-11-30 14:18:39,Buyer_3,bid,33
2024-11-30 14:18:39,Buyer_4,bid,33
2024-11-30 14:18:41,Buyer_5,bid,33
2024-11-30 14:18:42,Buyer_6,bid,33
2024-11-30 14:18:42,Buyer_7,bid,33
2024-11-30 14:18:43,Buyer_8,bid,33
2024-11-30 14:18:43,Buyer_9,bid,33
2024-11-30 14:18:43,Auctioneer,"The current bid is $34 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $34?",34
2024-11-30 14:18:44,Buyer_0,bid,34
2024-11-30 14:18:44,Buyer_1,bid,34
2024-11-30 14:18:44,Buyer_2,bid,34
2024-11-30 14:18:45,Buyer_3,bid,34
2024-11-30 14:18:45,Buyer_4,bid,34
2024-11-30 14:18:45,Buyer_5,bid,34
2024-11-30 14:18:46,Buyer_6,bid,34
2024-11-30 14:18:46,Buyer_7,bid,34
2024-11-30 14:18:47,Buyer_8,bid,34
2024-11-30 14:18:47,Buyer_9,bid,34
2024-11-30 14:18:47,Auctioneer,"The current bid is $35 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $35?",35
2024-11-30 14:18:48,Buyer_0,bid,35
2024-11-30 14:18:48,Buyer_1,bid,35
2024-11-30 14:18:48,Buyer_2,bid,35
2024-11-30 14:18:49,Buyer_3,bid,35
2024-11-30 14:18:49,Buyer_4,bid,35
2024-11-30 14:18:50,Buyer_5,bid,35
2024-11-30 14:18:50,Buyer_6,bid,35
2024-11-30 14:18:50,Buyer_7,bid,35
2024-11-30 14:18:51,Buyer_8,bid,35
2024-11-30 14:18:51,Buyer_9,bid,35
2024-11-30 14:18:51,Auctioneer,"The current bid is $36 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $36?",36
2024-11-30 14:18:52,Buyer_0,bid,36
2024-11-30 14:18:52,Buyer_1,bid,36
2024-11-30 14:18:52,Buyer_2,bid,36
2024-11-30 14:18:53,Buyer_3,bid,36
2024-11-30 14:18:53,Buyer_4,bid,36
2024-11-30 14:18:53,Buyer_5,bid,36
2024-11-30 14:18:54,Buyer_6,bid,36
2024-11-30 14:18:54,Buyer_7,bid,36
2024-11-30 14:18:54,Buyer_8,bid,36
2024-11-30 14:18:55,Buyer_9,bid,36
2024-11-30 14:18:55,Auctioneer,"The current bid is $37 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $37?",37
2024-11-30 14:18:55,Buyer_0,bid,37
2024-11-30 14:18:56,Buyer_1,bid,37
2024-11-30 14:18:56,Buyer_2,bid,37
2024-11-30 14:18:57,Buyer_3,bid,37
2024-11-30 14:18:57,Buyer_4,bid,37
2024-11-30 14:18:57,Buyer_5,bid,37
2024-11-30 14:18:58,Buyer_6,bid,37
2024-11-30 14:18:58,Buyer_7,bid,37
2024-11-30 14:18:59,Buyer_8,bid,37
2024-11-30 14:18:59,Buyer_9,bid,37
2024-11-30 14:18:59,Auctioneer,"The current bid is $38 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $38?",38
2024-11-30 14:18:59,Buyer_0,bid,38
2024-11-30 14:19:00,Buyer_1,bid,38
2024-11-30 14:19:00,Buyer_2,bid,38
2024-11-30 14:19:00,Buyer_3,bid,38
2024-11-30 14:19:01,Buyer_4,bid,38
2024-11-30 14:19:01,Buyer_5,bid,38
2024-11-30 14:19:02,Buyer_6,bid,38
2024-11-30 14:19:03,Buyer_7,bid,38
2024-11-30 14:19:03,Buyer_8,bid,38
2024-11-30 14:19:03,Buyer_9,bid,38
2024-11-30 14:19:03,Auctioneer,"The current bid is $39 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $39?",39
2024-11-30 14:19:04,Buyer_0,bid,39
2024-11-30 14:19:04,Buyer_1,bid,39
2024-11-30 14:19:04,Buyer_2,bid,39
2024-11-30 14:19:05,Buyer_3,bid,39
2024-11-30 14:19:05,Buyer_4,bid,39
2024-11-30 14:19:05,Buyer_5,bid,39
2024-11-30 14:19:06,Buyer_6,bid,39
2024-11-30 14:19:06,Buyer_7,bid,39
2024-11-30 14:19:06,Buyer_8,bid,39
2024-11-30 14:19:07,Buyer_9,bid,39
2024-11-30 14:19:07,Auctioneer,"The current bid is $40 for Lightly played Alakazam Holofoil Pokemon Card, valued at $28.25 on TCGPlayer. Do I hear any advance on $40?",40
2024-11-30 14:19:07,Buyer_0,pass,40
2024-11-30 14:19:08,Buyer_1,pass,40
2024-11-30 14:19:08,Buyer_2,pass,40
2024-11-30 14:19:08,Buyer_3,pass,40
2024-11-30 14:19:09,Buyer_4,pass,40
2024-11-30 14:19:09,Buyer_5,bid,40
2024-11-30 14:19:10,Buyer_6,pass,40
2024-11-30 14:19:11,Buyer_7,pass,40
2024-11-30 14:19:11,Buyer_8,pass,40
2024-11-30 14:19:12,Buyer_9,pass,40
2024-11-30 14:19:12,Auctioneer,Buyer_5 pays $40,40
